sexo,idade,cor,MSAU051,escolaridade,formacao
Feminino,35,Branca,Sim,Ensino superior incompleto,-
Feminino,37,Branca,Sim,Especialização,Direito
Feminino,35,Branca,Sim,Ensino superior completo,Administração
Masculino,42,Branca,Não,Ensino superior incompleto,-
Feminino,27,Branca,Sim,Ensino superior completo,Assistência social
Feminino,55,Branca,Sim,Ensino superior incompleto,-
Masculino,66,Branca,Não,Doutorado,Medicina
Masculino,24,Branca,Sim,Ensino superior incompleto,-
Masculino,33,Branca,Sim,Especialização,Assistência social
Feminino,47,Branca,Não,Especialização,Direito
Feminino,45,Amarela,Sim,Especialização,Administração
Masculino,31,Parda,Sim,Ensino superior incompleto,-
Feminino,35,Branca,Sim,Especialização,Assistência social
Feminino,47,Branca,Não,Especialização,Pedagogia
Masculino,32,Branca,Não,Especialização,Jornalismo
Masculino,31,Branca,Não,Ensino superior incompleto,-
Masculino,29,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,40,Branca,Sim,Ensino superior completo,Assistência social
Masculino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,35,Branca,Sim,Especialização,Pedagogia
Masculino,43,Branca,Sim,Especialização,Administração
Masculino,42,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,39,Branca,Sim,Especialização,Assistência social
Feminino,36,Branca,Sim,Especialização,Pedagogia
Feminino,54,Branca,Sim,Ensino superior completo,Administração
Masculino,39,Branca,Sim,Ensino superior completo,Assistência social
Feminino,53,Branca,Não,Especialização,Terapia ocupacional
Feminino,49,Branca,Não,Ensino superior completo,Administração
Masculino,58,Branca,Não,Ensino fundamental (1º Grau) completo,-
Feminino,34,Branca,Não,Especialização,Administração
Feminino,40,Branca,Não,Ensino superior completo,Pedagogia
Feminino,40,Branca,Não,Ensino superior completo,Direito
Feminino,45,Branca,Não,Ensino superior completo,Direito
Masculino,61,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Branca,Sim,Especialização,Administração
Masculino,46,Branca,Sim,Ensino superior incompleto,-
Feminino,58,Branca,Sim,Especialização,Administração
Masculino,69,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,45,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Não,Especialização,Pedagogia
Masculino,38,Branca,Sim,Ensino superior completo,Assistência social
Feminino,36,Branca,Sim,Especialização,Pedagogia
Masculino,52,Branca,Sim,Ensino superior completo,Psicologia
Masculino,66,Branca,Sim,Ensino superior completo,Administração
Masculino,66,Branca,Sim,Especialização,Medicina
Feminino,48,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,52,Branca,Não,Especialização,Administração
Feminino,59,Branca,Sim,Especialização,Pedagogia
Masculino,54,Branca,Sim,Ensino superior incompleto,-
Masculino,41,Branca,Sim,Ensino superior incompleto,-
Masculino,53,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,34,Branca,Não,Ensino superior completo,Sociologia
Masculino,46,Branca,Sim,Especialização,Psicologia
Masculino,48,Branca,Sim,Ensino superior completo,Assistência social
Masculino,69,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,34,Branca,Sim,Ensino superior incompleto,-
Feminino,42,Branca,Sim,Ensino superior completo,Administração
Masculino,29,Branca,Sim,Ensino superior completo,Administração
Masculino,36,Branca,Sim,Ensino superior completo,Assistência social
Feminino,60,Branca,Sim,Mestrado,Pedagogia
Feminino,55,Branca,Sim,Especialização,Assistência social
Feminino,57,Branca,Sim,Especialização,Sociologia
Masculino,37,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,40,Branca,Não,Especialização,Pedagogia
Feminino,36,Branca,Não,Especialização,Psicologia
Masculino,40,Branca,Sim,Ensino superior incompleto,-
Masculino,31,Branca,Sim,Ensino superior completo,Administração
Feminino,41,Branca,Sim,Ensino superior completo,Assistência social
Feminino,38,Branca,Sim,Especialização,Pedagogia
Masculino,30,Branca,Sim,Mestrado,Enfermagem
Feminino,47,Branca,Sim,Especialização,Pedagogia
Feminino,43,Branca,Sim,Mestrado,Pedagogia
Masculino,31,Branca,Sim,Ensino superior incompleto,-
Feminino,34,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,30,Branca,Não,Especialização,Administração
Feminino,34,Branca,Sim,Ensino superior completo,Assistência social
Feminino,28,Branca,Sim,Ensino superior incompleto,-
Feminino,55,Branca,Não,Especialização,Sociologia
Masculino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,41,Branca,Sim,Ensino superior completo,Administração
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Sim,Especialização,Assistência social
Masculino,59,Branca,Sim,Ensino fundamental (1º Grau) completo,-
Masculino,52,Branca,Sim,Ensino superior incompleto,-
Feminino,61,Branca,Sim,Ensino superior completo,Assistência social
Masculino,37,Branca,Sim,Especialização,Jornalismo
Feminino,24,Branca,Não,Ensino superior completo,Administração
Masculino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,36,Branca,Sim,Ensino superior completo,Direito
Masculino,37,Branca,Sim,Especialização,Administração
Feminino,50,Branca,Sim,Ensino superior incompleto,-
Masculino,47,Branca,Sim,Ensino superior completo,Administração
Feminino,36,Branca,Sim,Especialização,Assistência social
Masculino,40,Branca,Não,Ensino superior incompleto,-
Feminino,61,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,23,Branca,Sim,Especialização,Jornalismo
Masculino,37,Branca,Sim,Ensino superior completo,Assistência social
Feminino,47,Parda,Sim,Ensino superior incompleto,-
Feminino,35,Branca,Não,Ensino superior completo,Pedagogia
Feminino,30,Branca,Sim,Especialização,Nutrição
Feminino,0,Branca,Não,Ensino superior completo,Administração
Feminino,40,Branca,Sim,Ensino superior completo,Administração
Feminino,40,Branca,Não,Especialização,Pedagogia
Feminino,55,Branca,Sim,Ensino superior incompleto,-
Masculino,43,Branca,Sim,Ensino superior incompleto,-
Feminino,32,Branca,Sim,Especialização,Assistência social
Feminino,35,Branca,Sim,Ensino superior completo,Direito
Feminino,34,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Feminino,43,Branca,Sim,Especialização,Pedagogia
Masculino,36,Branca,Sim,Especialização,Administração
Masculino,38,Branca,Não,Especialização,Enfermagem
Feminino,54,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,34,Branca,Sim,Ensino superior completo,Administração
Masculino,56,Branca,Sim,Ensino superior completo,Assistência social
Feminino,63,Branca,Sim,Especialização,Sociologia
Masculino,50,Branca,Sim,Especialização,Administração
Feminino,51,Branca,Sim,Ensino superior completo,Direito
Masculino,52,Branca,Não,Especialização,Medicina
Masculino,34,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,40,Branca,Sim,Especialização,Assistência social
Feminino,42,Branca,Sim,Especialização,Pedagogia
Feminino,35,Parda,Não,Ensino superior incompleto,-
Masculino,71,Parda,Sim,Especialização,Enfermagem
Masculino,30,Branca,Sim,Especialização,Administração
Masculino,54,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Não,Ensino superior completo,Pedagogia
Feminino,40,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,52,Branca,Sim,Ensino fundamental (1º Grau) completo,-
Feminino,26,Branca,Não,Especialização,Pedagogia
Masculino,59,Branca,Sim,Ensino superior completo,Assistência social
Feminino,49,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,36,Branca,Sim,Especialização,Administração
Masculino,44,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,28,Branca,Sim,Ensino superior incompleto,-
Feminino,53,Branca,Sim,Ensino superior incompleto,-
Feminino,51,Branca,Não,Especialização,Psicologia
Masculino,58,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,56,Branca,Não,Especialização,Administração
Feminino,25,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,35,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,37,Branca,Sim,Mestrado,Pedagogia
Feminino,29,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,34,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,37,Branca,Sim,Especialização,Assistência social
Masculino,54,Branca,Sim,Especialização,Pedagogia
Feminino,35,Branca,Não,Ensino superior completo,Sociologia
Masculino,41,Branca,Não,Ensino superior completo,Assistência social
Masculino,53,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,55,Branca,Sim,Mestrado,Administração
Feminino,62,Branca,Não,Ensino superior completo,Sociologia
Masculino,38,Branca,Sim,Especialização,Pedagogia
Masculino,43,Branca,Sim,Ensino superior completo,Assistência social
Feminino,39,Branca,Sim,Ensino superior completo,Direito
Feminino,45,Branca,Sim,Especialização,Pedagogia
Masculino,50,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,69,Branca,Não,Especialização,Medicina
Feminino,32,Branca,Sim,Especialização,Pedagogia
Masculino,43,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,38,Branca,Sim,Especialização,Sociologia
Feminino,26,Branca,Sim,Ensino superior completo,Administração
Feminino,39,Branca,Sim,Especialização,Enfermagem
Masculino,52,Branca,Não,Ensino superior completo,Assistência social
Masculino,49,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Feminino,36,Branca,Sim,Especialização,Pedagogia
Feminino,40,Branca,Sim,Especialização,Psicologia
Feminino,60,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,37,Branca,Sim,Ensino superior completo,Assistência social
Masculino,30,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,37,Branca,Sim,Especialização,Jornalismo
Feminino,57,Branca,Sim,Ensino superior completo,Assistência social
Feminino,51,Branca,Sim,Especialização,Sociologia
Feminino,44,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,27,Parda,Sim,Especialização,Pedagogia
Masculino,57,Branca,Sim,Especialização,Assistência social
Feminino,29,Branca,Sim,Especialização,Sociologia
Masculino,58,Branca,Sim,Ensino superior completo,Assistência social
Masculino,66,Branca,Sim,Ensino superior completo,Administração
Masculino,40,Branca,Sim,Ensino superior completo,Assistência social
Masculino,32,Branca,Não,Ensino superior completo,Jornalismo
Feminino,42,Branca,Sim,Ensino superior completo,Administração
Feminino,50,Branca,Não,Especialização,Psicologia
Masculino,33,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,51,Branca,Sim,Ensino superior completo,Sociologia
Feminino,42,Parda,Sim,Especialização,Pedagogia
Feminino,40,Branca,Sim,Ensino superior incompleto,-
Masculino,56,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,45,Branca,Não,Ensino superior completo,Direito
Masculino,52,Branca,Não,Ensino fundamental (1º Grau) completo,-
Feminino,39,Parda,Sim,Especialização,Pedagogia
Masculino,24,Branca,Não,Ensino superior completo,Administração
Masculino,40,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,44,Branca,Sim,Ensino superior incompleto,-
Feminino,44,Branca,Sim,Especialização,Sociologia
Masculino,44,Branca,Não,Doutorado,Administração
Feminino,43,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,46,Branca,Sim,Especialização,Pedagogia
Masculino,57,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,38,Branca,Não,Especialização,Psicologia
Masculino,58,Branca,Sim,Ensino superior completo,Assistência social
Masculino,38,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,31,Branca,Sim,Especialização,Pedagogia
Feminino,47,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,47,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,53,Branca,Sim,Especialização,Direito
Masculino,38,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,51,Branca,Sim,Ensino superior completo,Psicologia
Feminino,45,Branca,Sim,Ensino superior completo,Administração
Feminino,27,Branca,Sim,Ensino superior completo,Psicologia
Masculino,35,Branca,Não,Especialização,Pedagogia
Masculino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,34,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,58,Branca,Não,Ensino superior completo,Assistência social
Masculino,33,Parda,Sim,Especialização,Pedagogia
Masculino,44,Branca,Sim,Ensino superior completo,Assistência social
Feminino,48,Branca,Não,Ensino superior completo,Pedagogia
Feminino,47,Branca,Sim,Ensino superior completo,Assistência social
Masculino,38,Parda,Sim,Ensino superior completo,Medicina
Feminino,30,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,33,Branca,Sim,Especialização,Administração
Masculino,38,Branca,Sim,Ensino superior completo,Psicologia
Masculino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,50,Branca,Sim,Ensino superior completo,Sociologia
Feminino,52,Branca,Sim,Especialização,Sociologia
Masculino,52,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,43,Branca,Sim,Ensino superior completo,Direito
Feminino,61,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,54,Branca,Sim,Especialização,Medicina
Masculino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,24,Branca,Sim,Ensino superior completo,Direito
Masculino,39,Branca,Sim,Ensino superior incompleto,-
Masculino,65,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,28,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,32,Preta,Não,Ensino superior incompleto,-
Feminino,38,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Preta,Sim,Ensino superior incompleto,-
Feminino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,49,Branca,Não,Ensino superior completo,Administração
Masculino,48,Branca,Sim,Ensino superior completo,Assistência social
Masculino,58,Branca,Não,Especialização,Medicina
Masculino,64,Branca,Sim,Mestrado,Medicina
Masculino,60,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,31,Branca,Sim,Ensino superior completo,Assistência social
Feminino,44,Branca,Sim,Especialização,Pedagogia
Feminino,45,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Parda,Não,Ensino superior incompleto,-
Feminino,56,Branca,Sim,Especialização,Direito
Masculino,53,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,27,Branca,Sim,Especialização,Assistência social
Masculino,41,Branca,Não,Ensino fundamental (1º Grau) completo,-
Masculino,31,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,39,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,40,Branca,Não,Ensino superior completo,Pedagogia
Feminino,64,Branca,Não,Ensino superior completo,Pedagogia
Feminino,58,Branca,Não,Ensino superior incompleto,-
Feminino,66,Branca,Sim,Especialização,Sociologia
Feminino,43,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,60,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Sim,Especialização,Administração
Masculino,32,Branca,Sim,Ensino superior incompleto,-
Masculino,58,Branca,Não,Ensino superior incompleto,-
Masculino,57,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Não,Ensino superior incompleto,-
Feminino,42,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Não,Ensino superior incompleto,-
Feminino,34,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino superior completo,Assistência social
Feminino,54,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,37,Branca,Sim,Especialização,Administração
Masculino,49,Branca,Sim,Especialização,Enfermagem
Masculino,63,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,32,Branca,Não,Ensino superior completo,Administração
Feminino,60,Branca,Sim,Ensino superior incompleto,-
Masculino,45,Branca,Não,Especialização,Administração
Feminino,37,Branca,Não,Ensino superior completo,Direito
Masculino,44,Branca,Sim,Ensino superior completo,Assistência social
Masculino,37,Branca,Sim,Ensino superior incompleto,-
Masculino,43,Branca,Sim,Especialização,Sociologia
Masculino,54,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,58,Branca,Sim,Especialização,Medicina
Masculino,34,Branca,Sim,Ensino superior incompleto,-
Feminino,47,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,48,Parda,Sim,Ensino superior incompleto,-
Masculino,35,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,50,Branca,Não,Ensino superior completo,Administração
Feminino,33,Branca,Sim,Ensino superior incompleto,-
Feminino,56,Branca,Sim,Doutorado,Pedagogia
Masculino,45,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,31,Branca,Não,Especialização,Jornalismo
Masculino,41,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,30,Branca,Sim,Ensino superior completo,Assistência social
Masculino,38,Branca,Sim,Ensino superior completo,Assistência social
Feminino,40,Branca,Sim,Ensino superior incompleto,-
Feminino,33,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,47,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,44,Branca,Sim,Mestrado,Pedagogia
Masculino,55,Branca,Não,Ensino fundamental (1º Grau) incompleto,-
Feminino,27,Branca,Não,Ensino superior completo,Jornalismo
Masculino,44,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,53,Branca,Sim,Ensino superior completo,Administração
Feminino,43,Branca,Sim,Ensino superior completo,Sociologia
Masculino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,56,Branca,Não,Especialização,Jornalismo
Masculino,37,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,26,Parda,Não,Ensino superior completo,Pedagogia
Feminino,51,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Branca,Sim,Ensino superior completo,Assistência social
Feminino,54,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,53,Branca,Sim,Ensino superior completo,Administração
Feminino,45,Branca,Não,Especialização,Administração
Feminino,49,Branca,Sim,Ensino fundamental (1º Grau) completo,-
Masculino,38,Branca,Sim,Ensino superior completo,Administração
Feminino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Branca,Sim,Ensino superior completo,Administração
Masculino,73,Branca,Sim,Ensino superior completo,Enfermagem
Masculino,50,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,37,Branca,Sim,Ensino superior completo,Administração
Feminino,46,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,53,Branca,Sim,Mestrado,Jornalismo
Feminino,52,Branca,Sim,Ensino superior completo,Direito
Feminino,36,Branca,Sim,Ensino superior completo,Sociologia
Feminino,29,Branca,Sim,Especialização,Pedagogia
Feminino,28,Branca,Sim,Especialização,Pedagogia
Feminino,29,Branca,Sim,Ensino superior completo,Administração
Feminino,50,Branca,Não,Ensino superior completo,Administração
Masculino,34,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,30,Branca,Sim,Especialização,Pedagogia
Feminino,30,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,41,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,32,Branca,Sim,Mestrado,Administração
Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,42,Branca,Sim,Ensino superior incompleto,-
Masculino,30,Branca,Sim,Ensino superior completo,Administração
Masculino,46,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,57,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,29,Branca,Sim,Especialização,Pedagogia
Masculino,55,Branca,Sim,Ensino superior completo,Administração
Masculino,33,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,34,Branca,Sim,Ensino superior incompleto,-
Feminino,33,Branca,Não,Ensino superior completo,Assistência social
Feminino,28,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,34,Branca,Sim,Especialização,Administração
Feminino,63,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,59,Branca,Sim,Ensino superior completo,Assistência social
Masculino,40,Branca,Não,Ensino superior completo,Assistência social
Feminino,45,Branca,Sim,Ensino superior completo,Nutrição
Feminino,38,Branca,Não,Ensino superior completo,Enfermagem
Masculino,60,Branca,Não,Ensino superior incompleto,-
Masculino,39,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,54,Branca,Sim,Ensino superior completo,Assistência social
Feminino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,48,Branca,Sim,Especialização,Pedagogia
Masculino,53,Branca,Não,Especialização,Enfermagem
Feminino,40,Branca,Sim,Ensino superior completo,Administração
Masculino,31,Branca,Sim,Ensino superior completo,Administração
Masculino,37,Branca,Não,Especialização,Administração
Masculino,45,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino superior completo,Administração
Masculino,42,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Branca,Sim,Ensino superior completo,Assistência social
Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Não,Ensino superior completo,Administração
Feminino,55,Branca,Sim,Especialização,Pedagogia
Masculino,61,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,40,Branca,Não,Ensino superior completo,Assistência social
Feminino,49,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino superior completo,Administração
Feminino,52,Branca,Sim,Ensino superior completo,Administração
Masculino,61,Branca,Sim,Ensino superior completo,Terapia ocupacional
Masculino,52,Branca,Sim,Ensino superior completo,Administração
Masculino,55,Branca,Sim,Ensino superior incompleto,-
Masculino,42,Branca,Não,Ensino superior completo,Enfermagem
Masculino,53,Branca,Sim,Ensino superior completo,Administração
Masculino,55,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,58,Branca,Não,Ensino fundamental (1º Grau) completo,-
Masculino,31,Branca,Não,Ensino superior completo,Pedagogia
Feminino,53,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,57,Branca,Sim,Ensino superior completo,Assistência social
Feminino,52,Branca,Sim,Especialização,Assistência social
Feminino,58,Branca,Não,Ensino superior completo,Pedagogia
Feminino,29,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,57,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,57,Branca,Não,Ensino fundamental (1º Grau) completo,-
Masculino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,38,Parda,Sim,Especialização,Pedagogia
Masculino,41,Branca,Não,Especialização,Pedagogia
Masculino,37,Branca,Não,Ensino superior completo,Jornalismo
Masculino,50,Branca,Não,Ensino superior completo,Assistência social
Masculino,41,Branca,Sim,Ensino superior incompleto,-
Masculino,53,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,36,Branca,Não,Especialização,Jornalismo
Masculino,47,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,50,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,49,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,53,Branca,Sim,Especialização,Jornalismo
Masculino,52,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,26,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,50,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,55,Branca,Sim,Ensino superior incompleto,-
Feminino,31,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Sim,Ensino superior incompleto,-
Feminino,45,Branca,Sim,Especialização,Sociologia
Feminino,49,Branca,Sim,Ensino superior completo,Administração
Feminino,37,Preta,Sim,Ensino médio (2º Grau) completo,-
Feminino,56,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,48,Branca,Sim,Especialização,Enfermagem
Masculino,47,Branca,Sim,Ensino superior completo,Assistência social
Feminino,55,Branca,Não,Ensino médio (2º Grau) incompleto,-
Masculino,35,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,44,Branca,Sim,Especialização,Assistência social
Feminino,40,Branca,Sim,Ensino superior incompleto,-
Feminino,34,Parda,Não,Ensino superior completo,Administração
Feminino,51,Branca,Sim,Ensino superior completo,Direito
Masculino,43,Branca,Sim,Ensino superior incompleto,-
Masculino,47,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Feminino,54,Branca,Não,Doutorado,Pedagogia
Feminino,31,Branca,Sim,Doutorado,Administração
Masculino,38,Branca,Sim,Ensino superior completo,Administração
Feminino,45,Parda,Sim,Ensino superior completo,Assistência social
Feminino,28,Branca,Sim,Ensino superior completo,Administração
Feminino,29,Branca,Sim,Especialização,Sociologia
Feminino,39,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,40,Branca,Sim,Especialização,Pedagogia
Feminino,36,Branca,Sim,Ensino superior completo,Assistência social
Masculino,57,Branca,Sim,Ensino superior incompleto,-
Feminino,38,Branca,Sim,Ensino superior completo,Direito
Masculino,53,Branca,Sim,Ensino superior incompleto,-
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,40,Branca,Não,Ensino superior incompleto,-
Feminino,38,Branca,Sim,Ensino superior completo,Assistência social
Feminino,32,Branca,Não,Ensino superior completo,Administração
Feminino,73,Branca,Sim,Ensino superior completo,Sociologia
Masculino,57,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,46,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,46,Branca,Não,Especialização,Enfermagem
Masculino,35,Branca,Sim,Ensino superior completo,Medicina
Masculino,28,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,46,Branca,Sim,Ensino superior completo,Administração
Masculino,46,Branca,Não,Ensino superior completo,Assistência social
Masculino,41,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,55,Branca,Sim,Ensino superior incompleto,-
Masculino,42,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,57,Parda,Sim,Ensino superior completo,Administração
Masculino,33,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,39,Branca,Sim,Ensino superior completo,Psicologia
Feminino,46,Branca,Não,Ensino fundamental (1º Grau) incompleto,-
Feminino,43,Branca,Sim,Especialização,Assistência social
Masculino,39,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,55,Branca,Sim,Especialização,Assistência social
Masculino,42,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,33,Parda,Não,Ensino superior completo,Direito
Masculino,32,Branca,Sim,Ensino superior incompleto,-
Masculino,58,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,40,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,62,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,38,Branca,Sim,Especialização,Administração
Masculino,59,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,38,Branca,Sim,Ensino superior completo,Administração
Masculino,33,Branca,Sim,Ensino superior completo,Terapia ocupacional
Masculino,53,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,33,Amarela,Sim,Ensino superior completo,Jornalismo
Feminino,46,Branca,Sim,Ensino superior incompleto,-
Feminino,49,Branca,Sim,Ensino superior completo,Assistência social
Feminino,56,Branca,Sim,Ensino superior incompleto,-
Feminino,64,Branca,Não,Ensino superior completo,Administração
Feminino,51,Branca,Sim,Ensino superior completo,Assistência social
Feminino,56,Branca,Sim,Mestrado,Pedagogia
Masculino,49,Branca,Não,Ensino superior completo,Administração
